Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Hourly Observation Table for April 1 2023 to April 30 2023
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Hour,Avg Wind Speed,Avg Wind Speed Flag
Fargo,46.90027,-96.83234,902,2023,04,04,2100,5.732,
Fargo,46.90027,-96.83234,902,2023,04,04,2200,6.779,
Fargo,46.90027,-96.83234,902,2023,04,04,2300,5.680,
Fargo,46.90027,-96.83234,902,2023,04,04,2400,4.887,
Fargo,46.90027,-96.83234,902,2023,04,05,100,5.468,
Fargo,46.90027,-96.83234,902,2023,04,05,200,5.936,
Fargo,46.90027,-96.83234,902,2023,04,05,300,5.959,
Fargo,46.90027,-96.83234,902,2023,04,05,400,5.793,
Fargo,46.90027,-96.83234,902,2023,04,05,500,5.566,
Fargo,46.90027,-96.83234,902,2023,04,05,600,5.180,
Fargo,46.90027,-96.83234,902,2023,04,05,700,6.558,
Fargo,46.90027,-96.83234,902,2023,04,05,800,6.487,
Fargo,46.90027,-96.83234,902,2023,04,05,900,6.667,
Fargo,46.90027,-96.83234,902,2023,04,05,1000,7.197,
Fargo,46.90027,-96.83234,902,2023,04,05,1100,7.045,
Fargo,46.90027,-96.83234,902,2023,04,05,1200,7.940,
Fargo,46.90027,-96.83234,902,2023,04,05,1300,9.240,
Fargo,46.90027,-96.83234,902,2023,04,05,1400,9.080,
Fargo,46.90027,-96.83234,902,2023,04,05,1500,8.770,
Fargo,46.90027,-96.83234,902,2023,04,05,1600,8.700,
Fargo,46.90027,-96.83234,902,2023,04,05,1700,9.050,
Fargo,46.90027,-96.83234,902,2023,04,05,1800,8.300,
Fargo,46.90027,-96.83234,902,2023,04,05,1900,8.340,
Fargo,46.90027,-96.83234,902,2023,04,05,2000,7.360,
Fargo,46.90027,-96.83234,902,2023,04,05,2100,7.204,
Fargo,46.90027,-96.83234,902,2023,04,05,2200,6.611,
Fargo,46.90027,-96.83234,902,2023,04,05,2300,7.490,
Fargo,46.90027,-96.83234,902,2023,04,05,2400,6.937,
Fargo,46.90027,-96.83234,902,2023,04,06,100,6.574,
Fargo,46.90027,-96.83234,902,2023,04,06,200,5.942,
Fargo,46.90027,-96.83234,902,2023,04,06,300,5.567,
Fargo,46.90027,-96.83234,902,2023,04,06,400,5.498,
Fargo,46.90027,-96.83234,902,2023,04,06,500,5.401,
Fargo,46.90027,-96.83234,902,2023,04,06,600,5.121,
Fargo,46.90027,-96.83234,902,2023,04,06,700,4.626,
Fargo,46.90027,-96.83234,902,2023,04,06,800,4.145,
Fargo,46.90027,-96.83234,902,2023,04,06,900,3.960,
Fargo,46.90027,-96.83234,902,2023,04,06,1000,2.932,
Fargo,46.90027,-96.83234,902,2023,04,06,1100,2.201,
Fargo,46.90027,-96.83234,902,2023,04,06,1200,2.321,
Fargo,46.90027,-96.83234,902,2023,04,06,1300,2.128,
Fargo,46.90027,-96.83234,902,2023,04,06,1400,2.201,
Fargo,46.90027,-96.83234,902,2023,04,06,1500,1.871,
Fargo,46.90027,-96.83234,902,2023,04,06,1600,1.726,
Fargo,46.90027,-96.83234,902,2023,04,06,1700,1.399,
Fargo,46.90027,-96.83234,902,2023,04,06,1800,1.099,
Fargo,46.90027,-96.83234,902,2023,04,06,1900,0.969,
Fargo,46.90027,-96.83234,902,2023,04,06,2000,0.482,
Fargo,46.90027,-96.83234,902,2023,04,06,2100,0.000,
Fargo,46.90027,-96.83234,902,2023,04,06,2200,0.176,
Fargo,46.90027,-96.83234,902,2023,04,06,2300,0.725,
Fargo,46.90027,-96.83234,902,2023,04,06,2400,1.099,
Fargo,46.90027,-96.83234,902,2023,04,07,100,0.709,
Fargo,46.90027,-96.83234,902,2023,04,07,200,0.577,
Fargo,46.90027,-96.83234,902,2023,04,07,300,0.467,
Fargo,46.90027,-96.83234,902,2023,04,07,400,0.892,
Fargo,46.90027,-96.83234,902,2023,04,07,500,1.512,
Fargo,46.90027,-96.83234,902,2023,04,07,600,1.282,
Fargo,46.90027,-96.83234,902,2023,04,07,700,1.185,
Fargo,46.90027,-96.83234,902,2023,04,07,800,1.726,
Fargo,46.90027,-96.83234,902,2023,04,07,900,2.757,
Fargo,46.90027,-96.83234,902,2023,04,07,1000,3.244,
Fargo,46.90027,-96.83234,902,2023,04,07,1100,2.858,
Fargo,46.90027,-96.83234,902,2023,04,07,1200,3.621,
Fargo,46.90027,-96.83234,902,2023,04,07,1300,3.138,
Fargo,46.90027,-96.83234,902,2023,04,07,1400,3.356,
Fargo,46.90027,-96.83234,902,2023,04,07,1500,3.879,
Fargo,46.90027,-96.83234,902,2023,04,07,1600,3.562,
Fargo,46.90027,-96.83234,902,2023,04,07,1700,3.587,
Fargo,46.90027,-96.83234,902,2023,04,07,1800,3.482,
Fargo,46.90027,-96.83234,902,2023,04,07,1900,2.171,
Fargo,46.90027,-96.83234,902,2023,04,07,2000,1.273,
Fargo,46.90027,-96.83234,902,2023,04,07,2100,1.283,
Fargo,46.90027,-96.83234,902,2023,04,07,2200,1.073,
Fargo,46.90027,-96.83234,902,2023,04,07,2300,0.659,
Fargo,46.90027,-96.83234,902,2023,04,07,2400,1.229,
Fargo,46.90027,-96.83234,902,2023,04,08,100,1.147,
Fargo,46.90027,-96.83234,902,2023,04,08,200,0.820,
Fargo,46.90027,-96.83234,902,2023,04,08,300,0.187,
Fargo,46.90027,-96.83234,902,2023,04,08,400,1.041,
Fargo,46.90027,-96.83234,902,2023,04,08,500,2.965,
Fargo,46.90027,-96.83234,902,2023,04,08,600,2.496,
Fargo,46.90027,-96.83234,902,2023,04,08,700,2.776,
Fargo,46.90027,-96.83234,902,2023,04,08,800,3.621,
Fargo,46.90027,-96.83234,902,2023,04,08,900,4.122,
Fargo,46.90027,-96.83234,902,2023,04,08,1000,3.865,
Fargo,46.90027,-96.83234,902,2023,04,08,1100,4.789,
Fargo,46.90027,-96.83234,902,2023,04,08,1200,5.204,
Fargo,46.90027,-96.83234,902,2023,04,08,1300,4.929,
Fargo,46.90027,-96.83234,902,2023,04,08,1400,4.939,
Fargo,46.90027,-96.83234,902,2023,04,08,1500,4.595,
Fargo,46.90027,-96.83234,902,2023,04,08,1600,4.534,
Fargo,46.90027,-96.83234,902,2023,04,08,1700,4.036,
Fargo,46.90027,-96.83234,902,2023,04,08,1800,3.206,
Fargo,46.90027,-96.83234,902,2023,04,08,1900,2.951,
Fargo,46.90027,-96.83234,902,2023,04,08,2000,2.224,
Fargo,46.90027,-96.83234,902,2023,04,08,2100,0.604,
Fargo,46.90027,-96.83234,902,2023,04,08,2200,0.683,
Fargo,46.90027,-96.83234,902,2023,04,08,2300,0.401,
Fargo,46.90027,-96.83234,902,2023,04,08,2400,0.468,
Fargo,46.90027,-96.83234,902,2023,04,09,100,0.257,
Fargo,46.90027,-96.83234,902,2023,04,09,200,1.234,
Fargo,46.90027,-96.83234,902,2023,04,09,300,1.526,
Fargo,46.90027,-96.83234,902,2023,04,09,400,2.424,
Fargo,46.90027,-96.83234,902,2023,04,09,500,1.815,
Fargo,46.90027,-96.83234,902,2023,04,09,600,2.110,
Fargo,46.90027,-96.83234,902,2023,04,09,700,3.300,
Fargo,46.90027,-96.83234,902,2023,04,09,800,4.623,
Fargo,46.90027,-96.83234,902,2023,04,09,900,4.516,
Fargo,46.90027,-96.83234,902,2023,04,09,1000,3.938,
Fargo,46.90027,-96.83234,902,2023,04,09,1100,3.024,
Fargo,46.90027,-96.83234,902,2023,04,09,1200,1.617,
Fargo,46.90027,-96.83234,902,2023,04,09,1300,4.508,
Fargo,46.90027,-96.83234,902,2023,04,09,1400,4.641,
Fargo,46.90027,-96.83234,902,2023,04,09,1500,3.450,
Fargo,46.90027,-96.83234,902,2023,04,09,1600,4.004,
Fargo,46.90027,-96.83234,902,2023,04,09,1700,3.846,
Fargo,46.90027,-96.83234,902,2023,04,09,1800,3.140,
Fargo,46.90027,-96.83234,902,2023,04,09,1900,2.596,
Fargo,46.90027,-96.83234,902,2023,04,09,2000,2.045,
Fargo,46.90027,-96.83234,902,2023,04,09,2100,1.563,
Fargo,46.90027,-96.83234,902,2023,04,09,2200,1.999,
Fargo,46.90027,-96.83234,902,2023,04,09,2300,1.220,
Fargo,46.90027,-96.83234,902,2023,04,09,2400,1.625,
Fargo,46.90027,-96.83234,902,2023,04,10,100,2.287,
Fargo,46.90027,-96.83234,902,2023,04,10,200,1.889,
Fargo,46.90027,-96.83234,902,2023,04,10,300,1.393,
Fargo,46.90027,-96.83234,902,2023,04,10,400,1.976,
Fargo,46.90027,-96.83234,902,2023,04,10,500,1.889,
Fargo,46.90027,-96.83234,902,2023,04,10,600,2.353,
Fargo,46.90027,-96.83234,902,2023,04,10,700,2.722,
Fargo,46.90027,-96.83234,902,2023,04,10,800,2.774,
Fargo,46.90027,-96.83234,902,2023,04,10,900,3.324,
Fargo,46.90027,-96.83234,902,2023,04,10,1000,4.187,
Fargo,46.90027,-96.83234,902,2023,04,10,1100,4.906,
Fargo,46.90027,-96.83234,902,2023,04,10,1200,5.038,
Fargo,46.90027,-96.83234,902,2023,04,10,1300,5.242,
Fargo,46.90027,-96.83234,902,2023,04,10,1400,5.575,
Fargo,46.90027,-96.83234,902,2023,04,10,1500,5.495,
Fargo,46.90027,-96.83234,902,2023,04,10,1600,5.592,
Fargo,46.90027,-96.83234,902,2023,04,10,1700,4.918,
Fargo,46.90027,-96.83234,902,2023,04,10,1800,4.499,
Fargo,46.90027,-96.83234,902,2023,04,10,1900,3.635,
Fargo,46.90027,-96.83234,902,2023,04,10,2000,2.020,
Fargo,46.90027,-96.83234,902,2023,04,10,2100,1.408,
Fargo,46.90027,-96.83234,902,2023,04,10,2200,1.885,
Fargo,46.90027,-96.83234,902,2023,04,10,2300,1.915,
Fargo,46.90027,-96.83234,902,2023,04,10,2400,3.097,
Fargo,46.90027,-96.83234,902,2023,04,11,100,3.086,
Fargo,46.90027,-96.83234,902,2023,04,11,200,2.674,
Fargo,46.90027,-96.83234,902,2023,04,11,300,2.398,
Fargo,46.90027,-96.83234,902,2023,04,11,400,3.084,
Fargo,46.90027,-96.83234,902,2023,04,11,500,3.216,
Fargo,46.90027,-96.83234,902,2023,04,11,600,3.199,
Fargo,46.90027,-96.83234,902,2023,04,11,700,3.568,
Fargo,46.90027,-96.83234,902,2023,04,11,800,3.601,
Fargo,46.90027,-96.83234,902,2023,04,11,900,4.785,
Fargo,46.90027,-96.83234,902,2023,04,11,1000,5.146,
Fargo,46.90027,-96.83234,902,2023,04,11,1100,4.656,
Fargo,46.90027,-96.83234,902,2023,04,11,1200,5.579,
Fargo,46.90027,-96.83234,902,2023,04,11,1300,5.051,
Fargo,46.90027,-96.83234,902,2023,04,11,1400,5.946,
Fargo,46.90027,-96.83234,902,2023,04,11,1500,5.696,
Fargo,46.90027,-96.83234,902,2023,04,11,1600,5.360,
Fargo,46.90027,-96.83234,902,2023,04,11,1700,5.573,
Fargo,46.90027,-96.83234,902,2023,04,11,1800,5.972,
Fargo,46.90027,-96.83234,902,2023,04,11,1900,5.122,
Fargo,46.90027,-96.83234,902,2023,04,11,2000,3.336,
Fargo,46.90027,-96.83234,902,2023,04,11,2100,2.642,
Fargo,46.90027,-96.83234,902,2023,04,11,2200,2.646,
Fargo,46.90027,-96.83234,902,2023,04,11,2300,0.760,
Fargo,46.90027,-96.83234,902,2023,04,11,2400,0.759,
Fargo,46.90027,-96.83234,902,2023,04,12,100,2.778,
Fargo,46.90027,-96.83234,902,2023,04,12,200,2.404,
Fargo,46.90027,-96.83234,902,2023,04,12,300,3.213,
Fargo,46.90027,-96.83234,902,2023,04,12,400,2.277,
Fargo,46.90027,-96.83234,902,2023,04,12,500,2.593,
Fargo,46.90027,-96.83234,902,2023,04,12,600,2.055,
Fargo,46.90027,-96.83234,902,2023,04,12,700,2.743,
Fargo,46.90027,-96.83234,902,2023,04,12,800,2.230,
Fargo,46.90027,-96.83234,902,2023,04,12,900,2.004,
Fargo,46.90027,-96.83234,902,2023,04,12,1000,1.935,
Fargo,46.90027,-96.83234,902,2023,04,12,1100,2.783,
Fargo,46.90027,-96.83234,902,2023,04,12,1200,3.853,
Fargo,46.90027,-96.83234,902,2023,04,12,1300,3.642,
Fargo,46.90027,-96.83234,902,2023,04,12,1400,3.996,
Fargo,46.90027,-96.83234,902,2023,04,12,1500,3.656,
Fargo,46.90027,-96.83234,902,2023,04,12,1600,3.686,
Fargo,46.90027,-96.83234,902,2023,04,12,1700,3.207,
Fargo,46.90027,-96.83234,902,2023,04,12,1800,3.315,
Fargo,46.90027,-96.83234,902,2023,04,12,1900,2.525,
Fargo,46.90027,-96.83234,902,2023,04,12,2000,2.047,
Fargo,46.90027,-96.83234,902,2023,04,12,2100,2.254,
Fargo,46.90027,-96.83234,902,2023,04,12,2200,2.165,
Fargo,46.90027,-96.83234,902,2023,04,12,2300,3.110,
Fargo,46.90027,-96.83234,902,2023,04,12,2400,3.697,
Fargo,46.90027,-96.83234,902,2023,04,13,100,3.475,
Fargo,46.90027,-96.83234,902,2023,04,13,200,3.308,
Fargo,46.90027,-96.83234,902,2023,04,13,300,3.352,
Fargo,46.90027,-96.83234,902,2023,04,13,400,3.231,
Fargo,46.90027,-96.83234,902,2023,04,13,500,3.927,
Fargo,46.90027,-96.83234,902,2023,04,13,600,4.561,
Fargo,46.90027,-96.83234,902,2023,04,13,700,4.443,
Fargo,46.90027,-96.83234,902,2023,04,13,800,5.188,
Fargo,46.90027,-96.83234,902,2023,04,13,900,5.541,
Fargo,46.90027,-96.83234,902,2023,04,13,1000,6.483,
Fargo,46.90027,-96.83234,902,2023,04,13,1100,4.839,
Fargo,46.90027,-96.83234,902,2023,04,13,1200,3.904,
Fargo,46.90027,-96.83234,902,2023,04,13,1300,4.128,
Fargo,46.90027,-96.83234,902,2023,04,13,1400,3.812,
Fargo,46.90027,-96.83234,902,2023,04,13,1500,3.831,
Fargo,46.90027,-96.83234,902,2023,04,13,1600,2.994,
Fargo,46.90027,-96.83234,902,2023,04,13,1700,2.343,
Fargo,46.90027,-96.83234,902,2023,04,13,1800,3.333,
Fargo,46.90027,-96.83234,902,2023,04,13,1900,4.482,
Fargo,46.90027,-96.83234,902,2023,04,13,2000,3.055,
Fargo,46.90027,-96.83234,902,2023,04,13,2100,3.013,
Fargo,46.90027,-96.83234,902,2023,04,13,2200,2.020,
Fargo,46.90027,-96.83234,902,2023,04,13,2300,1.904,
Fargo,46.90027,-96.83234,902,2023,04,13,2400,2.326,
Fargo,46.90027,-96.83234,902,2023,04,14,100,2.397,
Fargo,46.90027,-96.83234,902,2023,04,14,200,2.265,
Fargo,46.90027,-96.83234,902,2023,04,14,300,2.686,
Fargo,46.90027,-96.83234,902,2023,04,14,400,2.634,
Fargo,46.90027,-96.83234,902,2023,04,14,500,1.609,
Fargo,46.90027,-96.83234,902,2023,04,14,600,2.360,
Fargo,46.90027,-96.83234,902,2023,04,14,700,4.068,
Fargo,46.90027,-96.83234,902,2023,04,14,800,4.273,
Fargo,46.90027,-96.83234,902,2023,04,14,900,4.689,
Fargo,46.90027,-96.83234,902,2023,04,14,1000,4.386,
Fargo,46.90027,-96.83234,902,2023,04,14,1100,4.467,
Fargo,46.90027,-96.83234,902,2023,04,14,1200,4.887,
Fargo,46.90027,-96.83234,902,2023,04,14,1300,5.195,
Fargo,46.90027,-96.83234,902,2023,04,14,1400,5.217,
Fargo,46.90027,-96.83234,902,2023,04,14,1500,5.545,
Fargo,46.90027,-96.83234,902,2023,04,14,1600,4.576,
Fargo,46.90027,-96.83234,902,2023,04,14,1700,4.892,
Fargo,46.90027,-96.83234,902,2023,04,14,1800,4.788,
Fargo,46.90027,-96.83234,902,2023,04,14,1900,4.073,
Fargo,46.90027,-96.83234,902,2023,04,14,2000,4.280,
Fargo,46.90027,-96.83234,902,2023,04,14,2100,5.134,
Fargo,46.90027,-96.83234,902,2023,04,14,2200,4.357,
Fargo,46.90027,-96.83234,902,2023,04,14,2300,3.442,
Fargo,46.90027,-96.83234,902,2023,04,14,2400,4.161,
Fargo,46.90027,-96.83234,902,2023,04,15,100,3.387,
Fargo,46.90027,-96.83234,902,2023,04,15,200,5.128,
Fargo,46.90027,-96.83234,902,2023,04,15,300,4.942,
Fargo,46.90027,-96.83234,902,2023,04,15,400,5.466,
Fargo,46.90027,-96.83234,902,2023,04,15,500,5.072,
Fargo,46.90027,-96.83234,902,2023,04,15,600,5.325,
Fargo,46.90027,-96.83234,902,2023,04,15,700,5.784,
Fargo,46.90027,-96.83234,902,2023,04,15,800,6.250,
Fargo,46.90027,-96.83234,902,2023,04,15,900,6.122,
Fargo,46.90027,-96.83234,902,2023,04,15,1000,6.617,
Fargo,46.90027,-96.83234,902,2023,04,15,1100,7.371,
Fargo,46.90027,-96.83234,902,2023,04,15,1200,7.767,
Fargo,46.90027,-96.83234,902,2023,04,15,1300,7.598,
Fargo,46.90027,-96.83234,902,2023,04,15,1400,7.298,
Fargo,46.90027,-96.83234,902,2023,04,15,1500,7.515,
Fargo,46.90027,-96.83234,902,2023,04,15,1600,7.404,
Fargo,46.90027,-96.83234,902,2023,04,15,1700,7.376,
Fargo,46.90027,-96.83234,902,2023,04,15,1800,6.910,
Fargo,46.90027,-96.83234,902,2023,04,15,1900,7.860,
Fargo,46.90027,-96.83234,902,2023,04,15,2000,7.276,
Fargo,46.90027,-96.83234,902,2023,04,15,2100,7.690,
Fargo,46.90027,-96.83234,902,2023,04,15,2200,7.592,
Fargo,46.90027,-96.83234,902,2023,04,15,2300,6.556,
Fargo,46.90027,-96.83234,902,2023,04,15,2400,6.381,
Fargo,46.90027,-96.83234,902,2023,04,16,100,6.338,
Fargo,46.90027,-96.83234,902,2023,04,16,200,6.677,
Fargo,46.90027,-96.83234,902,2023,04,16,300,7.147,
Fargo,46.90027,-96.83234,902,2023,04,16,400,7.487,
Fargo,46.90027,-96.83234,902,2023,04,16,500,6.766,
Fargo,46.90027,-96.83234,902,2023,04,16,600,6.954,
Fargo,46.90027,-96.83234,902,2023,04,16,700,7.938,
Fargo,46.90027,-96.83234,902,2023,04,16,800,8.550,
Fargo,46.90027,-96.83234,902,2023,04,16,900,8.540,
Fargo,46.90027,-96.83234,902,2023,04,16,1000,9.190,
Fargo,46.90027,-96.83234,902,2023,04,16,1100,8.610,
Fargo,46.90027,-96.83234,902,2023,04,16,1200,9.500,
Fargo,46.90027,-96.83234,902,2023,04,16,1300,9.980,
Fargo,46.90027,-96.83234,902,2023,04,16,1400,9.970,
Fargo,46.90027,-96.83234,902,2023,04,16,1500,9.650,
Fargo,46.90027,-96.83234,902,2023,04,16,1600,9.910,
Fargo,46.90027,-96.83234,902,2023,04,16,1700,9.170,
Fargo,46.90027,-96.83234,902,2023,04,16,1800,7.853,
Fargo,46.90027,-96.83234,902,2023,04,16,1900,7.143,
Fargo,46.90027,-96.83234,902,2023,04,16,2000,6.322,
Fargo,46.90027,-96.83234,902,2023,04,16,2100,5.252,
Fargo,46.90027,-96.83234,902,2023,04,16,2200,5.388,
Fargo,46.90027,-96.83234,902,2023,04,16,2300,5.521,
Fargo,46.90027,-96.83234,902,2023,04,16,2400,4.863,
Fargo,46.90027,-96.83234,902,2023,04,17,100,3.582,
Fargo,46.90027,-96.83234,902,2023,04,17,200,2.506,
Fargo,46.90027,-96.83234,902,2023,04,17,300,2.611,
Fargo,46.90027,-96.83234,902,2023,04,17,400,2.497,
Fargo,46.90027,-96.83234,902,2023,04,17,500,2.306,
Fargo,46.90027,-96.83234,902,2023,04,17,600,2.501,
Fargo,46.90027,-96.83234,902,2023,04,17,700,2.588,
Fargo,46.90027,-96.83234,902,2023,04,17,800,3.814,
Fargo,46.90027,-96.83234,902,2023,04,17,900,4.149,
Fargo,46.90027,-96.83234,902,2023,04,17,1000,4.754,
Fargo,46.90027,-96.83234,902,2023,04,17,1100,5.454,
Fargo,46.90027,-96.83234,902,2023,04,17,1200,5.727,
Fargo,46.90027,-96.83234,902,2023,04,17,1300,5.276,
Fargo,46.90027,-96.83234,902,2023,04,17,1400,5.264,
Fargo,46.90027,-96.83234,902,2023,04,17,1500,5.232,
Fargo,46.90027,-96.83234,902,2023,04,17,1600,4.896,
Fargo,46.90027,-96.83234,902,2023,04,17,1700,4.666,
Fargo,46.90027,-96.83234,902,2023,04,17,1800,4.532,
Fargo,46.90027,-96.83234,902,2023,04,17,1900,3.640,
Fargo,46.90027,-96.83234,902,2023,04,17,2000,1.735,
Fargo,46.90027,-96.83234,902,2023,04,17,2100,0.369,
Fargo,46.90027,-96.83234,902,2023,04,17,2200,0.091,
Fargo,46.90027,-96.83234,902,2023,04,17,2300,0.042,
Fargo,46.90027,-96.83234,902,2023,04,17,2400,0.062,
Fargo,46.90027,-96.83234,902,2023,04,18,100,0.000,
Fargo,46.90027,-96.83234,902,2023,04,18,200,0.138,
Fargo,46.90027,-96.83234,902,2023,04,18,300,1.368,
Fargo,46.90027,-96.83234,902,2023,04,18,400,0.360,
Fargo,46.90027,-96.83234,902,2023,04,18,500,0.171,
Fargo,46.90027,-96.83234,902,2023,04,18,600,1.844,
Fargo,46.90027,-96.83234,902,2023,04,18,700,1.398,
Fargo,46.90027,-96.83234,902,2023,04,18,800,1.389,
Fargo,46.90027,-96.83234,902,2023,04,18,900,2.322,
Fargo,46.90027,-96.83234,902,2023,04,18,1000,3.380,
Fargo,46.90027,-96.83234,902,2023,04,18,1100,3.856,
