Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Hourly Observation Table for April 1 2023 to April 30 2023
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Hour,Avg Wind Speed at 10 m,Avg Wind Speed at 10 m Flag
Fargo,46.90027,-96.83234,902,2023,04,02,500,14.200,
Fargo,46.90027,-96.83234,902,2023,04,02,600,11.151,
Fargo,46.90027,-96.83234,902,2023,04,02,700,10.379,
Fargo,46.90027,-96.83234,902,2023,04,02,800,8.702,
Fargo,46.90027,-96.83234,902,2023,04,02,900,7.961,
Fargo,46.90027,-96.83234,902,2023,04,02,1000,4.284,
Fargo,46.90027,-96.83234,902,2023,04,02,1100,12.672,
Fargo,46.90027,-96.83234,902,2023,04,02,1200,9.869,
Fargo,46.90027,-96.83234,902,2023,04,02,1300,10.243,
Fargo,46.90027,-96.83234,902,2023,04,02,1400,9.726,
Fargo,46.90027,-96.83234,902,2023,04,02,1500,8.608,
Fargo,46.90027,-96.83234,902,2023,04,02,1600,12.062,
Fargo,46.90027,-96.83234,902,2023,04,02,1700,15.468,
Fargo,46.90027,-96.83234,902,2023,04,02,1800,12.744,
Fargo,46.90027,-96.83234,902,2023,04,02,1900,8.140,
Fargo,46.90027,-96.83234,902,2023,04,02,2000,10.505,
Fargo,46.90027,-96.83234,902,2023,04,02,2100,14.350,
Fargo,46.90027,-96.83234,902,2023,04,02,2200,14.028,
Fargo,46.90027,-96.83234,902,2023,04,02,2300,14.596,
Fargo,46.90027,-96.83234,902,2023,04,02,2400,14.800,
Fargo,46.90027,-96.83234,902,2023,04,03,100,12.876,
Fargo,46.90027,-96.83234,902,2023,04,03,200,20.267,
Fargo,46.90027,-96.83234,902,2023,04,03,300,17.895,
Fargo,46.90027,-96.83234,902,2023,04,03,400,14.990,
Fargo,46.90027,-96.83234,902,2023,04,03,500,14.791,
Fargo,46.90027,-96.83234,902,2023,04,03,600,15.840,
Fargo,46.90027,-96.83234,902,2023,04,03,700,15.182,
Fargo,46.90027,-96.83234,902,2023,04,03,800,13.348,
Fargo,46.90027,-96.83234,902,2023,04,03,900,11.988,
Fargo,46.90027,-96.83234,902,2023,04,03,1000,12.068,
Fargo,46.90027,-96.83234,902,2023,04,03,1100,12.992,
Fargo,46.90027,-96.83234,902,2023,04,03,1200,12.419,
Fargo,46.90027,-96.83234,902,2023,04,03,1300,10.214,
Fargo,46.90027,-96.83234,902,2023,04,03,1400,10.332,
Fargo,46.90027,-96.83234,902,2023,04,03,1500,12.030,
Fargo,46.90027,-96.83234,902,2023,04,03,1600,10.279,
Fargo,46.90027,-96.83234,902,2023,04,03,1700,11.507,
Fargo,46.90027,-96.83234,902,2023,04,03,1800,10.402,
Fargo,46.90027,-96.83234,902,2023,04,03,1900,10.010,
Fargo,46.90027,-96.83234,902,2023,04,03,2000,10.992,
Fargo,46.90027,-96.83234,902,2023,04,03,2100,10.391,
Fargo,46.90027,-96.83234,902,2023,04,03,2200,10.315,
Fargo,46.90027,-96.83234,902,2023,04,03,2300,10.811,
Fargo,46.90027,-96.83234,902,2023,04,03,2400,8.044,
Fargo,46.90027,-96.83234,902,2023,04,04,100,6.597,
Fargo,46.90027,-96.83234,902,2023,04,04,200,6.378,
Fargo,46.90027,-96.83234,902,2023,04,04,300,6.836,
Fargo,46.90027,-96.83234,902,2023,04,04,400,5.874,
Fargo,46.90027,-96.83234,902,2023,04,04,500,7.646,
Fargo,46.90027,-96.83234,902,2023,04,04,600,7.476,
Fargo,46.90027,-96.83234,902,2023,04,04,700,8.301,
Fargo,46.90027,-96.83234,902,2023,04,04,800,10.332,
Fargo,46.90027,-96.83234,902,2023,04,04,900,11.607,
Fargo,46.90027,-96.83234,902,2023,04,04,1000,12.386,
Fargo,46.90027,-96.83234,902,2023,04,04,1100,9.782,
Fargo,46.90027,-96.83234,902,2023,04,04,1200,9.073,
Fargo,46.90027,-96.83234,902,2023,04,04,1300,12.317,
Fargo,46.90027,-96.83234,902,2023,04,04,1400,14.014,
Fargo,46.90027,-96.83234,902,2023,04,04,1500,15.949,
Fargo,46.90027,-96.83234,902,2023,04,04,1600,15.779,
Fargo,46.90027,-96.83234,902,2023,04,04,1700,14.784,
Fargo,46.90027,-96.83234,902,2023,04,04,1800,15.218,
Fargo,46.90027,-96.83234,902,2023,04,04,1900,14.142,
Fargo,46.90027,-96.83234,902,2023,04,04,2000,13.413,
Fargo,46.90027,-96.83234,902,2023,04,04,2100,15.231,
Fargo,46.90027,-96.83234,902,2023,04,04,2200,18.074,
Fargo,46.90027,-96.83234,902,2023,04,04,2300,15.077,
Fargo,46.90027,-96.83234,902,2023,04,04,2400,13.084,
Fargo,46.90027,-96.83234,902,2023,04,05,100,14.990,
Fargo,46.90027,-96.83234,902,2023,04,05,200,15.714,
Fargo,46.90027,-96.83234,902,2023,04,05,300,16.048,
Fargo,46.90027,-96.83234,902,2023,04,05,400,15.596,
Fargo,46.90027,-96.83234,902,2023,04,05,500,15.075,
Fargo,46.90027,-96.83234,902,2023,04,05,600,13.824,
Fargo,46.90027,-96.83234,902,2023,04,05,700,17.207,
Fargo,46.90027,-96.83234,902,2023,04,05,800,18.119,
Fargo,46.90027,-96.83234,902,2023,04,05,900,18.522,
Fargo,46.90027,-96.83234,902,2023,04,05,1000,19.126,
Fargo,46.90027,-96.83234,902,2023,04,05,1100,18.522,
Fargo,46.90027,-96.83234,902,2023,04,05,1200,20.468,
Fargo,46.90027,-96.83234,902,2023,04,05,1300,24.181,
Fargo,46.90027,-96.83234,902,2023,04,05,1400,23.689,
Fargo,46.90027,-96.83234,902,2023,04,05,1500,22.593,
Fargo,46.90027,-96.83234,902,2023,04,05,1600,22.325,
Fargo,46.90027,-96.83234,902,2023,04,05,1700,23.085,
Fargo,46.90027,-96.83234,902,2023,04,05,1800,21.296,
Fargo,46.90027,-96.83234,902,2023,04,05,1900,21.676,
Fargo,46.90027,-96.83234,902,2023,04,05,2000,18.969,
Fargo,46.90027,-96.83234,902,2023,04,05,2100,18.343,
Fargo,46.90027,-96.83234,902,2023,04,05,2200,16.882,
Fargo,46.90027,-96.83234,902,2023,04,05,2300,19.036,
Fargo,46.90027,-96.83234,902,2023,04,05,2400,17.764,
Fargo,46.90027,-96.83234,902,2023,04,06,100,16.878,
Fargo,46.90027,-96.83234,902,2023,04,06,200,15.520,
Fargo,46.90027,-96.83234,902,2023,04,06,300,14.634,
Fargo,46.90027,-96.83234,902,2023,04,06,400,14.533,
Fargo,46.90027,-96.83234,902,2023,04,06,500,14.055,
Fargo,46.90027,-96.83234,902,2023,04,06,600,13.144,
Fargo,46.90027,-96.83234,902,2023,04,06,700,11.927,
Fargo,46.90027,-96.83234,902,2023,04,06,800,10.621,
Fargo,46.90027,-96.83234,902,2023,04,06,900,10.053,
Fargo,46.90027,-96.83234,902,2023,04,06,1000,7.424,
Fargo,46.90027,-96.83234,902,2023,04,06,1100,5.552,
Fargo,46.90027,-96.83234,902,2023,04,06,1200,5.803,
Fargo,46.90027,-96.83234,902,2023,04,06,1300,5.380,
Fargo,46.90027,-96.83234,902,2023,04,06,1400,5.586,
Fargo,46.90027,-96.83234,902,2023,04,06,1500,4.753,
Fargo,46.90027,-96.83234,902,2023,04,06,1600,4.476,
Fargo,46.90027,-96.83234,902,2023,04,06,1700,3.525,
Fargo,46.90027,-96.83234,902,2023,04,06,1800,3.384,
Fargo,46.90027,-96.83234,902,2023,04,06,1900,3.476,
Fargo,46.90027,-96.83234,902,2023,04,06,2000,2.564,
Fargo,46.90027,-96.83234,902,2023,04,06,2100,0.555,
Fargo,46.90027,-96.83234,902,2023,04,06,2200,0.783,
Fargo,46.90027,-96.83234,902,2023,04,06,2300,2.980,
Fargo,46.90027,-96.83234,902,2023,04,06,2400,3.371,
Fargo,46.90027,-96.83234,902,2023,04,07,100,3.049,
Fargo,46.90027,-96.83234,902,2023,04,07,200,3.011,
Fargo,46.90027,-96.83234,902,2023,04,07,300,1.781,
Fargo,46.90027,-96.83234,902,2023,04,07,400,2.995,
Fargo,46.90027,-96.83234,902,2023,04,07,500,4.290,
Fargo,46.90027,-96.83234,902,2023,04,07,600,3.588,
Fargo,46.90027,-96.83234,902,2023,04,07,700,3.434,
Fargo,46.90027,-96.83234,902,2023,04,07,800,4.798,
Fargo,46.90027,-96.83234,902,2023,04,07,900,7.335,
Fargo,46.90027,-96.83234,902,2023,04,07,1000,8.720,
Fargo,46.90027,-96.83234,902,2023,04,07,1100,7.541,
Fargo,46.90027,-96.83234,902,2023,04,07,1200,9.711,
Fargo,46.90027,-96.83234,902,2023,04,07,1300,8.263,
Fargo,46.90027,-96.83234,902,2023,04,07,1400,9.022,
Fargo,46.90027,-96.83234,902,2023,04,07,1500,10.386,
Fargo,46.90027,-96.83234,902,2023,04,07,1600,9.388,
Fargo,46.90027,-96.83234,902,2023,04,07,1700,9.561,
Fargo,46.90027,-96.83234,902,2023,04,07,1800,9.359,
Fargo,46.90027,-96.83234,902,2023,04,07,1900,5.807,
Fargo,46.90027,-96.83234,902,2023,04,07,2000,3.716,
Fargo,46.90027,-96.83234,902,2023,04,07,2100,3.975,
Fargo,46.90027,-96.83234,902,2023,04,07,2200,3.604,
Fargo,46.90027,-96.83234,902,2023,04,07,2300,3.322,
Fargo,46.90027,-96.83234,902,2023,04,07,2400,4.156,
Fargo,46.90027,-96.83234,902,2023,04,08,100,3.733,
Fargo,46.90027,-96.83234,902,2023,04,08,200,3.065,
Fargo,46.90027,-96.83234,902,2023,04,08,300,2.192,
Fargo,46.90027,-96.83234,902,2023,04,08,400,4.691,
Fargo,46.90027,-96.83234,902,2023,04,08,500,8.252,
Fargo,46.90027,-96.83234,902,2023,04,08,600,7.288,
Fargo,46.90027,-96.83234,902,2023,04,08,700,7.731,
Fargo,46.90027,-96.83234,902,2023,04,08,800,9.523,
Fargo,46.90027,-96.83234,902,2023,04,08,900,10.831,
Fargo,46.90027,-96.83234,902,2023,04,08,1000,10.350,
Fargo,46.90027,-96.83234,902,2023,04,08,1100,13.048,
Fargo,46.90027,-96.83234,902,2023,04,08,1200,14.039,
Fargo,46.90027,-96.83234,902,2023,04,08,1300,13.350,
Fargo,46.90027,-96.83234,902,2023,04,08,1400,13.410,
Fargo,46.90027,-96.83234,902,2023,04,08,1500,12.386,
Fargo,46.90027,-96.83234,902,2023,04,08,1600,12.366,
Fargo,46.90027,-96.83234,902,2023,04,08,1700,10.751,
Fargo,46.90027,-96.83234,902,2023,04,08,1800,8.512,
Fargo,46.90027,-96.83234,902,2023,04,08,1900,7.932,
Fargo,46.90027,-96.83234,902,2023,04,08,2000,6.053,
Fargo,46.90027,-96.83234,902,2023,04,08,2100,2.597,
Fargo,46.90027,-96.83234,902,2023,04,08,2200,2.883,
Fargo,46.90027,-96.83234,902,2023,04,08,2300,2.566,
Fargo,46.90027,-96.83234,902,2023,04,08,2400,2.758,
Fargo,46.90027,-96.83234,902,2023,04,09,100,1.217,
Fargo,46.90027,-96.83234,902,2023,04,09,200,4.190,
Fargo,46.90027,-96.83234,902,2023,04,09,300,4.657,
Fargo,46.90027,-96.83234,902,2023,04,09,400,7.066,
Fargo,46.90027,-96.83234,902,2023,04,09,500,5.317,
Fargo,46.90027,-96.83234,902,2023,04,09,600,5.774,
Fargo,46.90027,-96.83234,902,2023,04,09,700,8.500,
Fargo,46.90027,-96.83234,902,2023,04,09,800,11.804,
Fargo,46.90027,-96.83234,902,2023,04,09,900,11.603,
Fargo,46.90027,-96.83234,902,2023,04,09,1000,10.429,
Fargo,46.90027,-96.83234,902,2023,04,09,1100,8.245,
Fargo,46.90027,-96.83234,902,2023,04,09,1200,4.834,
Fargo,46.90027,-96.83234,902,2023,04,09,1300,11.502,
Fargo,46.90027,-96.83234,902,2023,04,09,1400,11.836,
Fargo,46.90027,-96.83234,902,2023,04,09,1500,9.075,
Fargo,46.90027,-96.83234,902,2023,04,09,1600,10.276,
Fargo,46.90027,-96.83234,902,2023,04,09,1700,10.279,
Fargo,46.90027,-96.83234,902,2023,04,09,1800,8.547,
Fargo,46.90027,-96.83234,902,2023,04,09,1900,7.172,
Fargo,46.90027,-96.83234,902,2023,04,09,2000,5.809,
Fargo,46.90027,-96.83234,902,2023,04,09,2100,4.950,
Fargo,46.90027,-96.83234,902,2023,04,09,2200,5.787,
Fargo,46.90027,-96.83234,902,2023,04,09,2300,4.011,
Fargo,46.90027,-96.83234,902,2023,04,09,2400,4.711,
Fargo,46.90027,-96.83234,902,2023,04,10,100,6.378,
Fargo,46.90027,-96.83234,902,2023,04,10,200,5.539,
Fargo,46.90027,-96.83234,902,2023,04,10,300,4.320,
Fargo,46.90027,-96.83234,902,2023,04,10,400,5.644,
Fargo,46.90027,-96.83234,902,2023,04,10,500,5.210,
Fargo,46.90027,-96.83234,902,2023,04,10,600,6.494,
Fargo,46.90027,-96.83234,902,2023,04,10,700,7.183,
Fargo,46.90027,-96.83234,902,2023,04,10,800,7.183,
Fargo,46.90027,-96.83234,902,2023,04,10,900,8.650,
Fargo,46.90027,-96.83234,902,2023,04,10,1000,10.809,
Fargo,46.90027,-96.83234,902,2023,04,10,1100,12.621,
Fargo,46.90027,-96.83234,902,2023,04,10,1200,13.095,
Fargo,46.90027,-96.83234,902,2023,04,10,1300,13.558,
Fargo,46.90027,-96.83234,902,2023,04,10,1400,14.345,
Fargo,46.90027,-96.83234,902,2023,04,10,1500,14.059,
Fargo,46.90027,-96.83234,902,2023,04,10,1600,14.442,
Fargo,46.90027,-96.83234,902,2023,04,10,1700,12.717,
Fargo,46.90027,-96.83234,902,2023,04,10,1800,11.777,
Fargo,46.90027,-96.83234,902,2023,04,10,1900,9.802,
Fargo,46.90027,-96.83234,902,2023,04,10,2000,6.044,
Fargo,46.90027,-96.83234,902,2023,04,10,2100,4.293,
Fargo,46.90027,-96.83234,902,2023,04,10,2200,5.225,
Fargo,46.90027,-96.83234,902,2023,04,10,2300,5.606,
Fargo,46.90027,-96.83234,902,2023,04,10,2400,8.299,
Fargo,46.90027,-96.83234,902,2023,04,11,100,8.290,
Fargo,46.90027,-96.83234,902,2023,04,11,200,7.328,
Fargo,46.90027,-96.83234,902,2023,04,11,300,6.548,
Fargo,46.90027,-96.83234,902,2023,04,11,400,8.205,
Fargo,46.90027,-96.83234,902,2023,04,11,500,8.413,
Fargo,46.90027,-96.83234,902,2023,04,11,600,8.525,
Fargo,46.90027,-96.83234,902,2023,04,11,700,9.362,
Fargo,46.90027,-96.83234,902,2023,04,11,800,9.471,
Fargo,46.90027,-96.83234,902,2023,04,11,900,12.355,
Fargo,46.90027,-96.83234,902,2023,04,11,1000,13.113,
Fargo,46.90027,-96.83234,902,2023,04,11,1100,11.979,
Fargo,46.90027,-96.83234,902,2023,04,11,1200,14.379,
Fargo,46.90027,-96.83234,902,2023,04,11,1300,13.180,
Fargo,46.90027,-96.83234,902,2023,04,11,1400,15.471,
Fargo,46.90027,-96.83234,902,2023,04,11,1500,15.108,
Fargo,46.90027,-96.83234,902,2023,04,11,1600,14.111,
Fargo,46.90027,-96.83234,902,2023,04,11,1700,14.294,
Fargo,46.90027,-96.83234,902,2023,04,11,1800,15.164,
Fargo,46.90027,-96.83234,902,2023,04,11,1900,13.227,
Fargo,46.90027,-96.83234,902,2023,04,11,2000,9.149,
Fargo,46.90027,-96.83234,902,2023,04,11,2100,7.682,
Fargo,46.90027,-96.83234,902,2023,04,11,2200,7.532,
Fargo,46.90027,-96.83234,902,2023,04,11,2300,3.219,
Fargo,46.90027,-96.83234,902,2023,04,11,2400,3.123,
Fargo,46.90027,-96.83234,902,2023,04,12,100,7.572,
Fargo,46.90027,-96.83234,902,2023,04,12,200,6.776,
Fargo,46.90027,-96.83234,902,2023,04,12,300,8.644,
Fargo,46.90027,-96.83234,902,2023,04,12,400,6.570,
Fargo,46.90027,-96.83234,902,2023,04,12,500,7.377,
Fargo,46.90027,-96.83234,902,2023,04,12,600,5.897,
Fargo,46.90027,-96.83234,902,2023,04,12,700,7.496,
Fargo,46.90027,-96.83234,902,2023,04,12,800,6.456,
Fargo,46.90027,-96.83234,902,2023,04,12,900,5.651,
Fargo,46.90027,-96.83234,902,2023,04,12,1000,5.158,
Fargo,46.90027,-96.83234,902,2023,04,12,1100,7.259,
Fargo,46.90027,-96.83234,902,2023,04,12,1200,10.055,
Fargo,46.90027,-96.83234,902,2023,04,12,1300,9.813,
Fargo,46.90027,-96.83234,902,2023,04,12,1400,10.346,
Fargo,46.90027,-96.83234,902,2023,04,12,1500,9.778,
Fargo,46.90027,-96.83234,902,2023,04,12,1600,10.060,
Fargo,46.90027,-96.83234,902,2023,04,12,1700,8.729,
Fargo,46.90027,-96.83234,902,2023,04,12,1800,9.100,
Fargo,46.90027,-96.83234,902,2023,04,12,1900,7.241,
Fargo,46.90027,-96.83234,902,2023,04,12,2000,6.460,
Fargo,46.90027,-96.83234,902,2023,04,12,2100,6.966,
Fargo,46.90027,-96.83234,902,2023,04,12,2200,6.492,
Fargo,46.90027,-96.83234,902,2023,04,12,2300,8.849,
Fargo,46.90027,-96.83234,902,2023,04,12,2400,10.024,
Fargo,46.90027,-96.83234,902,2023,04,13,100,9.411,
Fargo,46.90027,-96.83234,902,2023,04,13,200,8.912,
Fargo,46.90027,-96.83234,902,2023,04,13,300,9.221,
Fargo,46.90027,-96.83234,902,2023,04,13,400,9.151,
Fargo,46.90027,-96.83234,902,2023,04,13,500,10.849,
Fargo,46.90027,-96.83234,902,2023,04,13,600,12.254,
Fargo,46.90027,-96.83234,902,2023,04,13,700,11.800,
Fargo,46.90027,-96.83234,902,2023,04,13,800,13.842,
Fargo,46.90027,-96.83234,902,2023,04,13,900,14.670,
Fargo,46.90027,-96.83234,902,2023,04,13,1000,16.920,
Fargo,46.90027,-96.83234,902,2023,04,13,1100,12.455,
Fargo,46.90027,-96.83234,902,2023,04,13,1200,10.167,
Fargo,46.90027,-96.83234,902,2023,04,13,1300,10.684,
Fargo,46.90027,-96.83234,902,2023,04,13,1400,10.021,
Fargo,46.90027,-96.83234,902,2023,04,13,1500,10.046,
Fargo,46.90027,-96.83234,902,2023,04,13,1600,8.002,
Fargo,46.90027,-96.83234,902,2023,04,13,1700,6.138,
Fargo,46.90027,-96.83234,902,2023,04,13,1800,8.668,
Fargo,46.90027,-96.83234,902,2023,04,13,1900,12.109,
Fargo,46.90027,-96.83234,902,2023,04,13,2000,8.503,
Fargo,46.90027,-96.83234,902,2023,04,13,2100,8.541,
Fargo,46.90027,-96.83234,902,2023,04,13,2200,5.908,
Fargo,46.90027,-96.83234,902,2023,04,13,2300,5.438,
Fargo,46.90027,-96.83234,902,2023,04,13,2400,6.827,
Fargo,46.90027,-96.83234,902,2023,04,14,100,6.671,
Fargo,46.90027,-96.83234,902,2023,04,14,200,6.646,
Fargo,46.90027,-96.83234,902,2023,04,14,300,7.283,
Fargo,46.90027,-96.83234,902,2023,04,14,400,7.353,
Fargo,46.90027,-96.83234,902,2023,04,14,500,4.608,
Fargo,46.90027,-96.83234,902,2023,04,14,600,6.554,
Fargo,46.90027,-96.83234,902,2023,04,14,700,11.100,
Fargo,46.90027,-96.83234,902,2023,04,14,800,11.294,
Fargo,46.90027,-96.83234,902,2023,04,14,900,12.428,
Fargo,46.90027,-96.83234,902,2023,04,14,1000,11.543,
Fargo,46.90027,-96.83234,902,2023,04,14,1100,11.634,
Fargo,46.90027,-96.83234,902,2023,04,14,1200,13.046,
Fargo,46.90027,-96.83234,902,2023,04,14,1300,13.721,
Fargo,46.90027,-96.83234,902,2023,04,14,1400,13.547,
Fargo,46.90027,-96.83234,902,2023,04,14,1500,14.453,
Fargo,46.90027,-96.83234,902,2023,04,14,1600,11.831,
Fargo,46.90027,-96.83234,902,2023,04,14,1700,12.549,
Fargo,46.90027,-96.83234,902,2023,04,14,1800,12.695,
Fargo,46.90027,-96.83234,902,2023,04,14,1900,10.724,
Fargo,46.90027,-96.83234,902,2023,04,14,2000,11.039,
Fargo,46.90027,-96.83234,902,2023,04,14,2100,13.209,
Fargo,46.90027,-96.83234,902,2023,04,14,2200,11.751,
Fargo,46.90027,-96.83234,902,2023,04,14,2300,9.382,
Fargo,46.90027,-96.83234,902,2023,04,14,2400,11.247,
Fargo,46.90027,-96.83234,902,2023,04,15,100,9.156,
Fargo,46.90027,-96.83234,902,2023,04,15,200,14.010,
Fargo,46.90027,-96.83234,902,2023,04,15,300,12.836,
Fargo,46.90027,-96.83234,902,2023,04,15,400,14.399,
Fargo,46.90027,-96.83234,902,2023,04,15,500,13.639,
Fargo,46.90027,-96.83234,902,2023,04,15,600,14.448,
Fargo,46.90027,-96.83234,902,2023,04,15,700,15.607,
Fargo,46.90027,-96.83234,902,2023,04,15,800,16.392,
Fargo,46.90027,-96.83234,902,2023,04,15,900,16.046,
Fargo,46.90027,-96.83234,902,2023,04,15,1000,17.708,
Fargo,46.90027,-96.83234,902,2023,04,15,1100,20.110,
Fargo,46.90027,-96.83234,902,2023,04,15,1200,20.848,
Fargo,46.90027,-96.83234,902,2023,04,15,1300,20.356,
Fargo,46.90027,-96.83234,902,2023,04,15,1400,19.372,
Fargo,46.90027,-96.83234,902,2023,04,15,1500,19.663,
Fargo,46.90027,-96.83234,902,2023,04,15,1600,19.126,
Fargo,46.90027,-96.83234,902,2023,04,15,1700,19.528,
Fargo,46.90027,-96.83234,902,2023,04,15,1800,18.477,
Fargo,46.90027,-96.83234,902,2023,04,15,1900,21.273,
Fargo,46.90027,-96.83234,902,2023,04,15,2000,19.730,
Fargo,46.90027,-96.83234,902,2023,04,15,2100,20.736,
Fargo,46.90027,-96.83234,902,2023,04,15,2200,20.625,
Fargo,46.90027,-96.83234,902,2023,04,15,2300,17.737,
Fargo,46.90027,-96.83234,902,2023,04,15,2400,17.294,
Fargo,46.90027,-96.83234,902,2023,04,16,100,17.354,
Fargo,46.90027,-96.83234,902,2023,04,16,200,18.142,
Fargo,46.90027,-96.83234,902,2023,04,16,300,19.461,
Fargo,46.90027,-96.83234,902,2023,04,16,400,20.200,
Fargo,46.90027,-96.83234,902,2023,04,16,500,18.052,
Fargo,46.90027,-96.83234,902,2023,04,16,600,18.634,
Fargo,46.90027,-96.83234,902,2023,04,16,700,21.519,
Fargo,46.90027,-96.83234,902,2023,04,16,800,23.018,
Fargo,46.90027,-96.83234,902,2023,04,16,900,23.130,
Fargo,46.90027,-96.83234,902,2023,04,16,1000,24.785,
Fargo,46.90027,-96.83234,902,2023,04,16,1100,23.152,
Fargo,46.90027,-96.83234,902,2023,04,16,1200,24.942,
Fargo,46.90027,-96.83234,902,2023,04,16,1300,26.441,
Fargo,46.90027,-96.83234,902,2023,04,16,1400,25.814,
Fargo,46.90027,-96.83234,902,2023,04,16,1500,25.143,
Fargo,46.90027,-96.83234,902,2023,04,16,1600,26.172,
Fargo,46.90027,-96.83234,902,2023,04,16,1700,24.427,
Fargo,46.90027,-96.83234,902,2023,04,16,1800,20.848,
Fargo,46.90027,-96.83234,902,2023,04,16,1900,18.186,
Fargo,46.90027,-96.83234,902,2023,04,16,2000,16.410,
Fargo,46.90027,-96.83234,902,2023,04,16,2100,13.791,
Fargo,46.90027,-96.83234,902,2023,04,16,2200,14.207,
Fargo,46.90027,-96.83234,902,2023,04,16,2300,14.108,
Fargo,46.90027,-96.83234,902,2023,04,16,2400,12.587,
Fargo,46.90027,-96.83234,902,2023,04,17,100,10.055,
Fargo,46.90027,-96.83234,902,2023,04,17,200,7.362,
Fargo,46.90027,-96.83234,902,2023,04,17,300,7.261,
Fargo,46.90027,-96.83234,902,2023,04,17,400,7.243,
Fargo,46.90027,-96.83234,902,2023,04,17,500,6.787,
Fargo,46.90027,-96.83234,902,2023,04,17,600,7.451,
Fargo,46.90027,-96.83234,902,2023,04,17,700,7.160,
Fargo,46.90027,-96.83234,902,2023,04,17,800,10.285,
Fargo,46.90027,-96.83234,902,2023,04,17,900,10.905,
Fargo,46.90027,-96.83234,902,2023,04,17,1000,12.035,
Fargo,46.90027,-96.83234,902,2023,04,17,1100,13.912,
Fargo,46.90027,-96.83234,902,2023,04,17,1200,14.741,
Fargo,46.90027,-96.83234,902,2023,04,17,1300,13.395,
Fargo,46.90027,-96.83234,902,2023,04,17,1400,13.556,
Fargo,46.90027,-96.83234,902,2023,04,17,1500,13.623,
Fargo,46.90027,-96.83234,902,2023,04,17,1600,12.728,
Fargo,46.90027,-96.83234,902,2023,04,17,1700,12.126,
Fargo,46.90027,-96.83234,902,2023,04,17,1800,12.039,
Fargo,46.90027,-96.83234,902,2023,04,17,1900,9.865,
Fargo,46.90027,-96.83234,902,2023,04,17,2000,5.677,
Fargo,46.90027,-96.83234,902,2023,04,17,2100,2.664,
Fargo,46.90027,-96.83234,902,2023,04,17,2200,1.785,
Fargo,46.90027,-96.83234,902,2023,04,17,2300,0.535,
Fargo,46.90027,-96.83234,902,2023,04,17,2400,1.705,
Fargo,46.90027,-96.83234,902,2023,04,18,100,1.564,
Fargo,46.90027,-96.83234,902,2023,04,18,200,2.065,
Fargo,46.90027,-96.83234,902,2023,04,18,300,4.834,
Fargo,46.90027,-96.83234,902,2023,04,18,400,1.208,
Fargo,46.90027,-96.83234,902,2023,04,18,500,2.360,
Fargo,46.90027,-96.83234,902,2023,04,18,600,5.675,
Fargo,46.90027,-96.83234,902,2023,04,18,700,3.968,
Fargo,46.90027,-96.83234,902,2023,04,18,800,3.796,
Fargo,46.90027,-96.83234,902,2023,04,18,900,6.328,
Fargo,46.90027,-96.83234,902,2023,04,18,1000,9.100,
